,acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
1113,aot,1,1113,876,accessory optic tract,"[997, 1009, 967, 848, 876]",[],"[204, 204, 204]"
1114,bsc,1,1114,916,brachium of the superior colliculus,"[997, 1009, 967, 848, 916]","[184527634, 691663206]","[204, 204, 204]"
1115,csc,1,1115,336,superior colliculus commissure,"[997, 1009, 967, 848, 336]","[184527634, 691663206]","[204, 204, 204]"
1116,och,1,1116,117,optic chiasm,"[997, 1009, 967, 848, 117]","[184527634, 691663206]","[204, 204, 204]"
1117,opt,1,1117,125,optic tract,"[997, 1009, 967, 848, 125]","[184527634, 691663206]","[204, 204, 204]"
1118,ttp,1,1118,357,tectothalamic pathway,"[997, 1009, 967, 848, 357]",[],"[204, 204, 204]"
1119,IIIn,1,1119,832,oculomotor nerve,"[997, 1009, 967, 832]","[184527634, 691663206]","[204, 204, 204]"
1120,mlf,1,1120,62,medial longitudinal fascicle,"[997, 1009, 967, 832, 62]","[184527634, 691663206]","[204, 204, 204]"
1121,pc,1,1121,158,posterior commissure,"[997, 1009, 967, 832, 158]","[184527634, 691663206]","[204, 204, 204]"
1122,IVn,1,1122,911,trochlear nerve,"[997, 1009, 967, 911]","[184527634, 691663206]","[204, 204, 204]"
1123,IVd,1,1123,384,trochlear nerve decussation,"[997, 1009, 967, 911, 384]",[],"[204, 204, 204]"
1124,VIn,1,1124,710,abducens nerve,"[997, 1009, 967, 710]",[],"[204, 204, 204]"
1125,Vn,1,1125,901,trigeminal nerve,"[997, 1009, 967, 901]","[184527634, 691663206]","[204, 204, 204]"
1126,moV,1,1126,93,motor root of the trigeminal nerve,"[997, 1009, 967, 901, 93]","[184527634, 691663206]","[204, 204, 204]"
1127,sV,1,1127,229,sensory root of the trigeminal nerve,"[997, 1009, 967, 901, 229]","[184527634, 691663206]","[204, 204, 204]"
1128,mtV,1,1128,705,midbrain tract of the trigeminal nerve,"[997, 1009, 967, 901, 229, 705]",[184527634],"[204, 204, 204]"
1129,sptV,1,1129,794,spinal tract of the trigeminal nerve,"[997, 1009, 967, 901, 229, 794]","[184527634, 691663206]","[204, 204, 204]"
1130,VIIn,1,1130,798,facial nerve,"[997, 1009, 967, 798]","[184527634, 691663206]","[204, 204, 204]"
1131,iVIIn,1,1131,1131,intermediate nerve,"[997, 1009, 967, 798, 1131]",[],"[204, 204, 204]"
1132,gVIIn,1,1132,1116,genu of the facial nerve,"[997, 1009, 967, 798, 1116]","[184527634, 691663206]","[204, 204, 204]"
1133,VIIIn,1,1133,933,vestibulocochlear nerve,"[997, 1009, 967, 933]","[184527634, 691663206]","[204, 204, 204]"
1134,cvb,1,1134,1076,efferent cochleovestibular bundle,"[997, 1009, 967, 933, 1076]",[],"[204, 204, 204]"
1135,vVIIIn,1,1135,413,vestibular nerve,"[997, 1009, 967, 933, 413]","[184527634, 691663206]","[204, 204, 204]"
1136,cVIIIn,1,1136,948,cochlear nerve,"[997, 1009, 967, 933, 948]","[184527634, 691663206]","[204, 204, 204]"
1137,tb,1,1137,841,trapezoid body,"[997, 1009, 967, 933, 948, 841]","[184527634, 691663206]","[204, 204, 204]"
1138,ias,1,1138,641,intermediate acoustic stria,"[997, 1009, 967, 933, 948, 641]",[],"[204, 204, 204]"
1139,das,1,1139,506,dorsal acoustic stria,"[997, 1009, 967, 933, 948, 506]","[184527634, 691663206]","[204, 204, 204]"
1140,ll,1,1140,658,lateral lemniscus,"[997, 1009, 967, 933, 948, 658]","[184527634, 691663206]","[204, 204, 204]"
1141,cic,1,1141,633,inferior colliculus commissure,"[997, 1009, 967, 933, 948, 633]","[184527634, 691663206]","[204, 204, 204]"
1142,bic,1,1142,482,brachium of the inferior colliculus,"[997, 1009, 967, 933, 948, 482]","[184527634, 691663206]","[204, 204, 204]"
1143,IXn,1,1143,808,glossopharyngeal nerve,"[997, 1009, 967, 808]",[],"[204, 204, 204]"
1144,Xn,1,1144,917,vagus nerve,"[997, 1009, 967, 917]","[184527634, 691663206]","[204, 204, 204]"
1145,ts,1,1145,237,solitary tract,"[997, 1009, 967, 917, 237]","[184527634, 691663206]","[204, 204, 204]"
1146,XIn,1,1146,717,accessory spinal nerve,"[997, 1009, 967, 717]",[],"[204, 204, 204]"
1147,XIIn,1,1147,813,hypoglossal nerve,"[997, 1009, 967, 813]",[],"[204, 204, 204]"
1148,vrt,1,1148,925,ventral roots,"[997, 1009, 967, 925]",[],"[204, 204, 204]"
1149,drt,1,1149,792,dorsal roots,"[997, 1009, 967, 792]","[184527634, 691663206]","[204, 204, 204]"
1150,cett,1,1150,932,cervicothalamic tract,"[997, 1009, 967, 792, 932]","[184527634, 691663206]","[204, 204, 204]"
1151,dl,1,1151,570,dorsolateral fascicle,"[997, 1009, 967, 792, 932, 570]",[],"[204, 204, 204]"
1152,dcm,1,1152,522,dorsal commissure of the spinal cord,"[997, 1009, 967, 792, 932, 522]",[],"[204, 204, 204]"
1153,vc,1,1153,858,ventral commissure of the spinal cord,"[997, 1009, 967, 792, 932, 858]",[],"[204, 204, 204]"
1154,fpr,1,1154,586,fasciculus proprius,"[997, 1009, 967, 792, 932, 586]",[],"[204, 204, 204]"
1155,dc,1,1155,514,dorsal column,"[997, 1009, 967, 792, 932, 514]","[184527634, 691663206]","[204, 204, 204]"
1156,cuf,1,1156,380,cuneate fascicle,"[997, 1009, 967, 792, 932, 514, 380]","[184527634, 691663206]","[204, 204, 204]"
1157,grf,1,1157,388,gracile fascicle,"[997, 1009, 967, 792, 932, 514, 388]",[184527634],"[204, 204, 204]"
1158,iaf,1,1158,396,internal arcuate fibers,"[997, 1009, 967, 792, 932, 514, 396]",[],"[204, 204, 204]"
1159,ml,1,1159,697,medial lemniscus,"[997, 1009, 967, 792, 932, 697]","[184527634, 691663206]","[204, 204, 204]"
1160,sst,1,1160,871,spinothalamic tract,"[997, 1009, 967, 871]",[],"[204, 204, 204]"
1161,sttl,1,1161,29,lateral spinothalamic tract,"[997, 1009, 967, 871, 29]",[],"[204, 204, 204]"
1162,sttv,1,1162,389,ventral spinothalamic tract,"[997, 1009, 967, 871, 389]",[],"[204, 204, 204]"
1163,scrt,1,1163,245,spinocervical tract,"[997, 1009, 967, 871, 245]",[],"[204, 204, 204]"
1164,sop,1,1164,261,spino-olivary pathway,"[997, 1009, 967, 871, 261]",[],"[204, 204, 204]"
1165,srp,1,1165,270,spinoreticular pathway,"[997, 1009, 967, 871, 270]",[],"[204, 204, 204]"
1166,svp,1,1166,293,spinovestibular pathway,"[997, 1009, 967, 871, 293]",[],"[204, 204, 204]"
1167,stp,1,1167,277,spinotectal pathway,"[997, 1009, 967, 871, 277]",[],"[204, 204, 204]"
1168,shp,1,1168,253,spinohypothalamic pathway,"[997, 1009, 967, 871, 253]",[],"[204, 204, 204]"
1169,step,1,1169,285,spinotelenchephalic pathway,"[997, 1009, 967, 871, 285]",[],"[204, 204, 204]"
1170,hht,1,1170,627,hypothalamohypophysial tract,"[997, 1009, 967, 871, 285, 627]",[],"[204, 204, 204]"
1171,cbf,1,1171,960,cerebellum related fiber tracts,"[997, 1009, 960]","[184527634, 691663206]","[204, 204, 204]"
1172,cbc,1,1172,744,cerebellar commissure,"[997, 1009, 960, 744]","[184527634, 691663206]","[204, 204, 204]"
1173,cbp,1,1173,752,cerebellar peduncles,"[997, 1009, 960, 752]","[184527634, 691663206]","[204, 204, 204]"
1174,scp,1,1174,326,superior cerebelar peduncles,"[997, 1009, 960, 752, 326]","[184527634, 691663206]","[204, 204, 204]"
1175,dscp,1,1175,812,superior cerebellar peduncle decussation,"[997, 1009, 960, 752, 326, 812]","[184527634, 691663206]","[204, 204, 204]"
1176,sct,1,1176,85,spinocerebellar tract,"[997, 1009, 960, 752, 326, 812, 85]",[],"[204, 204, 204]"
1177,uf,1,1177,850,uncinate fascicle,"[997, 1009, 960, 752, 326, 850]","[184527634, 691663206]","[204, 204, 204]"
1178,sctv,1,1178,866,ventral spinocerebellar tract,"[997, 1009, 960, 752, 326, 866]","[184527634, 691663206]","[204, 204, 204]"
1179,mcp,1,1179,78,middle cerebellar peduncle,"[997, 1009, 960, 752, 78]","[184527634, 691663206]","[204, 204, 204]"
1180,icp,1,1180,1123,inferior cerebellar peduncle,"[997, 1009, 960, 752, 1123]","[184527634, 691663206]","[204, 204, 204]"
1181,sctd,1,1181,553,dorsal spinocerebellar tract,"[997, 1009, 960, 752, 1123, 553]","[184527634, 691663206]","[204, 204, 204]"
1182,cct,1,1182,499,cuneocerebellar tract,"[997, 1009, 960, 752, 1123, 499]",[],"[204, 204, 204]"
1183,jrb,1,1183,650,juxtarestiform body,"[997, 1009, 960, 752, 1123, 650]",[],"[204, 204, 204]"
1184,bct,1,1184,490,bulbocerebellar tract,"[997, 1009, 960, 752, 1123, 490]",[],"[204, 204, 204]"
1185,oct,1,1185,404,olivocerebellar tract,"[997, 1009, 960, 752, 1123, 490, 404]",[],"[204, 204, 204]"
1186,rct,1,1186,410,reticulocerebellar tract,"[997, 1009, 960, 752, 1123, 490, 410]",[],"[204, 204, 204]"
1187,tct,1,1187,373,trigeminocerebellar tract,"[997, 1009, 960, 752, 373]",[],"[204, 204, 204]"
1188,arb,1,1188,728,arbor vitae,"[997, 1009, 960, 728]","[184527634, 691663206]","[204, 204, 204]"
1189,scwm,1,1189,484682512,supra-callosal cerebral white matter,"[997, 1009, 484682512]","[184527634, 691663206]","[204, 204, 204]"
1190,lfbs,1,1190,983,lateral forebrain bundle system,"[997, 1009, 983]","[184527634, 691663206]","[204, 204, 204]"
1191,cc,1,1191,776,corpus callosum,"[997, 1009, 983, 776]","[184527634, 691663206]","[204, 204, 204]"
1192,fa,1,1192,956,"corpus callosum, anterior forceps","[997, 1009, 983, 776, 956]","[184527634, 691663206]","[204, 204, 204]"
1193,ec,1,1193,579,external capsule,"[997, 1009, 983, 776, 956, 579]","[184527634, 691663206]","[204, 204, 204]"
1194,ee,1,1194,964,"corpus callosum, extreme capsule","[997, 1009, 983, 776, 964]","[184527634, 691663206]","[204, 204, 204]"
1195,ccg,1,1195,1108,genu of corpus callosum,"[997, 1009, 983, 776, 1108]","[184527634, 691663206]","[204, 204, 204]"
1196,fp,1,1196,971,"corpus callosum, posterior forceps","[997, 1009, 983, 776, 971]","[184527634, 691663206]","[204, 204, 204]"
1197,ccr,1,1197,979,"corpus callosum, rostrum","[997, 1009, 983, 776, 979]",[],"[204, 204, 204]"
1198,ccb,1,1198,484682516,"corpus callosum, body","[997, 1009, 983, 776, 484682516]","[184527634, 691663206]","[204, 204, 204]"
1199,ccs,1,1199,986,"corpus callosum, splenium","[997, 1009, 983, 776, 986]","[184527634, 691663206]","[204, 204, 204]"
1200,cst,1,1200,784,corticospinal tract,"[997, 1009, 983, 784]","[184527634, 691663206]","[204, 204, 204]"
1201,int,1,1201,6,internal capsule,"[997, 1009, 983, 784, 6]","[184527634, 691663206]","[204, 204, 204]"
1202,cpd,1,1202,924,cerebal peduncle,"[997, 1009, 983, 784, 924]","[184527634, 691663206]","[204, 204, 204]"
1203,cte,1,1203,1036,corticotectal tract,"[997, 1009, 983, 784, 1036]",[],"[204, 204, 204]"
1204,crt,1,1204,1012,corticorubral tract,"[997, 1009, 983, 784, 1012]",[],"[204, 204, 204]"
1205,cpt,1,1205,1003,corticopontine tract,"[997, 1009, 983, 784, 1003]",[],"[204, 204, 204]"
1206,cbt,1,1206,994,corticobulbar tract,"[997, 1009, 983, 784, 994]",[],"[204, 204, 204]"
1207,py,1,1207,190,pyramid,"[997, 1009, 983, 784, 190]","[184527634, 691663206]","[204, 204, 204]"
1208,pyd,1,1208,198,pyramidal decussation,"[997, 1009, 983, 784, 198]","[184527634, 691663206]","[204, 204, 204]"
1209,cstc,1,1209,1019,"corticospinal tract, crossed","[997, 1009, 983, 784, 1019]",[],"[204, 204, 204]"
1210,cstu,1,1210,1028,"corticospinal tract, uncrossed","[997, 1009, 983, 784, 1028]",[],"[204, 204, 204]"
1211,lfbst,1,1211,896,thalamus related,"[997, 1009, 983, 896]","[184527634, 691663206]","[204, 204, 204]"
1212,em,1,1212,1092,external medullary lamina of the thalamus,"[997, 1009, 983, 896, 1092]","[184527634, 691663206]","[204, 204, 204]"
1213,im,1,1213,14,internal medullary lamina of the thalamus,"[997, 1009, 983, 896, 14]",[184527634],"[204, 204, 204]"
1214,mtc,1,1214,86,middle thalamic commissure,"[997, 1009, 983, 896, 86]",[],"[204, 204, 204]"
1215,tp,1,1215,365,thalamic peduncles,"[997, 1009, 983, 896, 365]",[],"[204, 204, 204]"
1216,or,1,1216,484682520,optic radiation,"[997, 1009, 983, 896, 484682520]","[184527634, 691663206]","[204, 204, 204]"
1217,ar,1,1217,484682524,auditory radiation,"[997, 1009, 983, 896, 484682524]","[184527634, 691663206]","[204, 204, 204]"
1218,eps,1,1218,1000,extrapyramidal fiber systems,"[997, 1009, 1000]","[184527634, 691663206]","[204, 204, 204]"
1219,epsc,1,1219,760,cerebral nuclei related,"[997, 1009, 1000, 760]","[184527634, 691663206]","[204, 204, 204]"
1220,pap,1,1220,142,pallidothalamic pathway,"[997, 1009, 1000, 760, 142]",[],"[204, 204, 204]"
1221,nst,1,1221,102,nigrostriatal tract,"[997, 1009, 1000, 760, 102]","[184527634, 691663206]","[204, 204, 204]"
1222,ntt,1,1222,109,nigrothalamic fibers,"[997, 1009, 1000, 760, 109]",[],"[204, 204, 204]"
1223,ptf,1,1223,134,pallidotegmental fascicle,"[997, 1009, 1000, 760, 134]",[],"[204, 204, 204]"
1224,snp,1,1224,309,striatonigral pathway,"[997, 1009, 1000, 760, 309]",[],"[204, 204, 204]"
1225,stf,1,1225,317,subthalamic fascicle,"[997, 1009, 1000, 760, 317]",[],"[204, 204, 204]"
1226,tsp,1,1226,877,tectospinal pathway,"[997, 1009, 1000, 877]","[184527634, 691663206]","[204, 204, 204]"
1227,tspd,1,1227,1051,direct tectospinal pathway,"[997, 1009, 1000, 877, 1051]","[184527634, 691663206]","[204, 204, 204]"
1228,dtd,1,1228,1060,doral tegmental decussation,"[997, 1009, 1000, 877, 1060]","[184527634, 691663206]","[204, 204, 204]"
1229,tspc,1,1229,1043,crossed tectospinal pathway,"[997, 1009, 1000, 877, 1043]","[184527634, 691663206]","[204, 204, 204]"
1230,rust,1,1230,863,rubrospinal tract,"[997, 1009, 1000, 863]","[184527634, 691663206]","[204, 204, 204]"
1231,vtd,1,1231,397,ventral tegmental decussation,"[997, 1009, 1000, 863, 397]","[184527634, 691663206]","[204, 204, 204]"
1232,rrt,1,1232,221,rubroreticular tract,"[997, 1009, 1000, 863, 221]",[],"[204, 204, 204]"
1233,ctb,1,1233,736,central tegmental bundle,"[997, 1009, 1000, 736]",[],"[204, 204, 204]"
1234,rst,1,1234,855,retriculospinal tract,"[997, 1009, 1000, 855]",[],"[204, 204, 204]"
1235,rstl,1,1235,205,"retriculospinal tract, lateral part","[997, 1009, 1000, 855, 205]",[],"[204, 204, 204]"
1236,rstm,1,1236,213,"retriculospinal tract, medial part","[997, 1009, 1000, 855, 213]",[],"[204, 204, 204]"
1237,vsp,1,1237,941,vestibulospinal pathway,"[997, 1009, 1000, 941]",[],"[204, 204, 204]"
1238,mfbs,1,1238,991,medial forebrain bundle system,"[997, 1009, 991]","[184527634, 691663206]","[204, 204, 204]"
1239,mfbc,1,1239,768,cerebrum related,"[997, 1009, 991, 768]","[184527634, 691663206]","[204, 204, 204]"
1240,amc,1,1240,884,amygdalar capsule,"[997, 1009, 991, 768, 884]","[184527634, 691663206]","[204, 204, 204]"
1241,apd,1,1241,892,ansa peduncularis,"[997, 1009, 991, 768, 892]",[],"[204, 204, 204]"
1242,act,1,1242,908,"anterior commissure, temporal limb","[997, 1009, 991, 768, 908]","[184527634, 691663206]","[204, 204, 204]"
1243,cing,1,1243,940,cingulum bundle,"[997, 1009, 991, 768, 940]","[184527634, 691663206]","[204, 204, 204]"
1244,fxs,1,1244,1099,fornix system,"[997, 1009, 991, 768, 1099]","[184527634, 691663206]","[204, 204, 204]"
1245,alv,1,1245,466,alveus,"[997, 1009, 991, 768, 1099, 466]","[184527634, 691663206]","[204, 204, 204]"
1246,df,1,1246,530,dorsal fornix,"[997, 1009, 991, 768, 1099, 530]","[184527634, 691663206]","[204, 204, 204]"
1247,fi,1,1247,603,fimbria,"[997, 1009, 991, 768, 1099, 603]","[184527634, 691663206]","[204, 204, 204]"
1248,fxprg,1,1248,745,"precommissural fornix, general","[997, 1009, 991, 768, 1099, 745]",[],"[204, 204, 204]"
1249,db,1,1249,420,precommissural fornix diagonal band,"[997, 1009, 991, 768, 1099, 745, 420]",[],"[204, 204, 204]"
1250,fxpo,1,1250,737,postcommissural fornix,"[997, 1009, 991, 768, 1099, 737]","[184527634, 691663206]","[204, 204, 204]"
1251,mct,1,1251,428,medial corticohypothalamic tract,"[997, 1009, 991, 768, 1099, 737, 428]","[184527634, 691663206]","[204, 204, 204]"
1252,fx,1,1252,436,columns of the fornix,"[997, 1009, 991, 768, 1099, 737, 436]","[184527634, 691663206]","[204, 204, 204]"
1253,hc,1,1253,618,hippocampal commissures,"[997, 1009, 991, 768, 1099, 618]","[184527634, 691663206]","[204, 204, 204]"
1254,dhc,1,1254,443,dorsal hippocampal commissure,"[997, 1009, 991, 768, 1099, 618, 443]","[184527634, 691663206]","[204, 204, 204]"
1255,vhc,1,1255,449,ventral hippocampal commissure,"[997, 1009, 991, 768, 1099, 618, 449]","[184527634, 691663206]","[204, 204, 204]"
1256,per,1,1256,713,perforant path,"[997, 1009, 991, 768, 1099, 713]",[],"[204, 204, 204]"
1257,ab,1,1257,474,angular path,"[997, 1009, 991, 768, 1099, 474]",[],"[204, 204, 204]"
1258,lab,1,1258,37,longitudinal association bundle,"[997, 1009, 991, 768, 37]",[],"[204, 204, 204]"
1259,st,1,1259,301,stria terminalis,"[997, 1009, 991, 768, 301]","[184527634, 691663206]","[204, 204, 204]"
1260,stc,1,1260,484682528,commissural branch of stria terminalis,"[997, 1009, 991, 768, 301, 484682528]","[184527634, 691663206]","[204, 204, 204]"
1261,mfsbshy,1,1261,824,hypothalamus related,"[997, 1009, 991, 824]","[184527634, 691663206]","[204, 204, 204]"
1262,mfb,1,1262,54,medial forebrain bundle,"[997, 1009, 991, 824, 54]","[184527634, 691663206]","[204, 204, 204]"
1263,vlt,1,1263,405,ventrolateral hypothalamic tract,"[997, 1009, 991, 824, 405]",[],"[204, 204, 204]"
1264,poc,1,1264,174,preoptic commissure,"[997, 1009, 991, 824, 174]",[],"[204, 204, 204]"
1265,sup,1,1265,349,supraoptic commissures,"[997, 1009, 991, 824, 349]","[184527634, 691663206]","[204, 204, 204]"
1266,supa,1,1266,817,"supraoptic commissures, anterior","[997, 1009, 991, 824, 349, 817]",[],"[204, 204, 204]"
1267,supd,1,1267,825,"supraoptic commissures, dorsal","[997, 1009, 991, 824, 349, 825]",[],"[204, 204, 204]"
1268,supv,1,1268,833,"supraoptic commissures, ventral","[997, 1009, 991, 824, 349, 833]",[],"[204, 204, 204]"
1269,pmx,1,1269,166,premammillary commissure,"[997, 1009, 991, 824, 166]",[],"[204, 204, 204]"
1270,smd,1,1270,341,supramammillary decussation,"[997, 1009, 991, 824, 341]",[184527634],"[204, 204, 204]"
1271,php,1,1271,182,propriohypothalamic pathways,"[997, 1009, 991, 824, 182]",[],"[204, 204, 204]"
1272,phpd,1,1272,762,"propriohypothalamic pathways, dorsal","[997, 1009, 991, 824, 182, 762]",[],"[204, 204, 204]"
1273,phpl,1,1273,770,"propriohypothalamic pathways, lateral","[997, 1009, 991, 824, 182, 770]",[],"[204, 204, 204]"
1274,phpm,1,1274,779,"propriohypothalamic pathways, medial","[997, 1009, 991, 824, 182, 779]",[],"[204, 204, 204]"
1275,phpv,1,1275,787,"propriohypothalamic pathways, ventral","[997, 1009, 991, 824, 182, 787]",[],"[204, 204, 204]"
1276,pvbh,1,1276,150,periventricular bundle of the hypothalamus,"[997, 1009, 991, 824, 150]",[],"[204, 204, 204]"
1277,mfbsma,1,1277,46,mammillary related,"[997, 1009, 991, 824, 46]","[184527634, 691663206]","[204, 204, 204]"
1278,pm,1,1278,753,principal mammillary tract,"[997, 1009, 991, 824, 46, 753]","[184527634, 691663206]","[204, 204, 204]"
1279,mtt,1,1279,690,mammillothalamic tract,"[997, 1009, 991, 824, 46, 690]","[184527634, 691663206]","[204, 204, 204]"
1280,mtg,1,1280,681,mammillotegmental tract,"[997, 1009, 991, 824, 46, 681]","[184527634, 691663206]","[204, 204, 204]"
1281,mp,1,1281,673,mammillary peduncle,"[997, 1009, 991, 824, 46, 673]","[184527634, 691663206]","[204, 204, 204]"
1282,mfbst,1,1282,1068,dorsal thalamus related,"[997, 1009, 991, 824, 1068]",[],"[204, 204, 204]"
1283,pvbt,1,1283,722,periventricular bundle of the thalamus,"[997, 1009, 991, 824, 1068, 722]",[],"[204, 204, 204]"
1284,mfbse,1,1284,1083,epithalamus related,"[997, 1009, 991, 824, 1083]","[184527634, 691663206]","[204, 204, 204]"
1285,sm,1,1285,802,stria medullaris,"[997, 1009, 991, 824, 1083, 802]","[184527634, 691663206]","[204, 204, 204]"
1286,fr,1,1286,595,fasciculus retroflexus,"[997, 1009, 991, 824, 1083, 595]","[184527634, 691663206]","[204, 204, 204]"
1287,hbc,1,1287,611,habenular commissure,"[997, 1009, 991, 824, 1083, 611]","[184527634, 691663206]","[204, 204, 204]"
1288,PIS,1,1288,730,pineal stalk,"[997, 1009, 991, 824, 1083, 730]",[],"[204, 204, 204]"
1289,mfbsm,1,1289,70,midbrain related,"[997, 1009, 991, 824, 70]",[],"[204, 204, 204]"
1290,dlf,1,1290,547,dorsal longitudinal fascicle,"[997, 1009, 991, 824, 70, 547]",[],"[204, 204, 204]"
1291,dtt,1,1291,563,dorsal tegmental tract,"[997, 1009, 991, 824, 70, 563]",[],"[204, 204, 204]"
1292,VS,1,1292,73,ventricular systems,"[997, 73]",[691663206],"[170, 170, 170]"
1293,VL,1,1293,81,lateral ventricle,"[997, 73, 81]",[691663206],"[170, 170, 170]"
1294,RC,1,1294,89,rhinocele,"[997, 73, 81, 89]",[],"[170, 170, 170]"
1295,SEZ,1,1295,98,subependymal zone,"[997, 73, 81, 98]","[10, 184527634, 691663206]","[170, 170, 170]"
1296,chpl,1,1296,108,choroid plexus,"[997, 73, 81, 108]","[10, 184527634, 691663206]","[170, 170, 170]"
1297,chfl,1,1297,116,choroid fissure,"[997, 73, 81, 116]",[],"[170, 170, 170]"
1298,IVF,1,1298,124,interventricular foramen,"[997, 73, 124]",[],"[170, 170, 170]"
1299,V3,1,1299,129,third ventricle,"[997, 73, 129]","[10, 691663206]","[170, 170, 170]"
1300,AQ,1,1300,140,cerebral aqueduct,"[997, 73, 140]",[691663206],"[170, 170, 170]"
1301,V4,1,1301,145,fourth ventricle,"[997, 73, 145]",[691663206],"[170, 170, 170]"
1302,V4r,1,1302,153,lateral recess,"[997, 73, 145, 153]",[691663206],"[170, 170, 170]"
1303,c,1,1303,164,"central canal, spinal cord/medulla","[997, 73, 164]",[691663206],"[170, 170, 170]"
1304,grv,1,1304,1024,grooves,"[997, 1024]",[],"[170, 170, 170]"
